FACULTY OF HUMANITIES,,,,,,
"QUALIFICATION
CODE",QUALIFICATION NAME,"SUBJECT
CODE",SUBJECT NAME,"STUDY
PERIOD","SA/SADC STUDENT
FEE","FOREIGN
STUDENT FEE"
,,SOB226F,SOMATIC THERAPY BODY II,3,"2,330","3,490"
,,SOF216F,SOMATIC THERAPY FACE II,3,"2,330","3,490"
,,SOF226F,SOMATIC THERAPY FACE II,3,"2,330","3,490"
,,SOM116W,"SOMATOLOGY WORK INTEGRATED
LEARNING I",3,"2,330","3,490"
,,SOM126W,"SOMATOLOGY WORK INTEGRATED
LEARNING I",3,"2,330","3,490"
,,SOP116F,SOCIO-PSYCHOLOGY I,3,"2,170","3,250"
,,SOP126F,SOCIO-PSYCHOLOGY I,3,"2,170","3,250"
,,AEP316F,AESTHETIC PRACTICES III,4,"15,970","23,950"
,,AEP326F,AESTHETIC PRACTICES III,4,"2,330","3,490"
,,BPH116F,BASIC PHARMACOLOGY I,4,"2,110","3,140"
,,BPH126F,BASIC PHARMACOLOGY I,4,"2,110","3,140"
,,BUS316F,BUSINESS MANAGEMENT III,4,"2,110","3,140"
,,BUS326F,BUSINESS MANAGEMENT III,4,"2,110","3,140"
,,CAR216F,COMPLIMENTARY THERAPIES II,4,"2,330","3,510"
,,CAR226F,COMPLIMENTARY THERAPIES II,4,"2,330","3,510"
,,SOB316F,SOMATIC THERAPY BODY III,4,"2,330","3,490"
,,SOB326F,SOMATIC THERAPY BODY III,4,"2,330","3,490"
,,SOF326F,SOMATIC THERAPY FACE III,4,"2,400","3,590"
,,SOM216W,"SOMATOLOGY WORK INTEGRATED
LEARNING II",4,"3,050","4,570"
,,SOM226W,"SOMATOLOGY WORK INTEGRATED
LEARNING II",4,"3,050","4,570"
TANDGN,N DIP MEDICAL TECHNOLOGY,ANF11AT,ANATOMY AND PHYSIOLOGY I,1,"2,880","4,320"
,,ANF12AT,ANATOMY AND PHYSIOLOGY I,1,"2,880","4,320"
,,BST12AT,CALCULATIONS AND STATISTICS I,1,"3,040","4,560"
,,CHB11AT,CHEMISTRY:BIOLOGICAL,1,"2,880","4,320"
,,CHB12AT,CHEMISTRY:BIOLOGICAL,1,"2,880","4,320"
,,FSB11CT,PHYSICS IB,1,"2,890","4,330"
,,FSB12CT,PHYSICS IB,1,"2,890","4,330"
,,CHP21AT,CHEMICAL PATHOLOGY II,2,"2,880","4,320"
,,CHP22AT,CHEMICAL PATHOLOGY II,2,"2,880","4,320"
,,HEM21AT,HAEMATOLOGY II,2,"2,880","4,320"
,,HEM22AT,HAEMATOLOGY II,2,"2,880","4,320"
,,SPT21AT,"CELLULAR PATHOLOGY
TECHNIQUES II",2,"2,880","4,320"
,,SPT22AT,"CELLULAR PATHOLOGY
TECHNIQUES II",2,"2,880","4,320"
,,CHP31AT,CHEMICAL PATHOLOGY III,3,"2,880","4,320"
,,CHP32AT,CHEMICAL PATHOLOGY III,3,"2,880","4,320"
,,HEM31AT,HAEMATOLOGY III,3,"2,880","4,320"
,,HEM32AT,HAEMATOLOGY III,3,"2,880","4,320"
,,SPT31AT,"CELLULAR PATHOLOGY
TECHNIQUES III",3,"2,880","4,320"
,,SPT32AT,"CELLULAR PATHOLOGY
TECHNIQUES III",3,"2,880","4,320"
THNDEV,N DIP ENVIRONMENTAL HEALTH,ADC5022,ADVANCED DIGITAL LITERACY,1,"5,080","7,610"
,,DLC5011,BASIC DIGITAL LITERACY,1,"3,290","4,940"
,,PIM5011,"PERSONAL INFORMATION
MANAGEMENT",1,-,-
,,PIM5012,"PERSONAL INFORMATION
MANAGEMENT",1,-,-
,,PRE1A,ENGLISH PROFICIENCY,1,"2,850","4,270"
,,PRE2B,ENGLISH PROFICIENCY,1,"2,980","4,470"
HXNDOA,N DIP ENVIRONMENTAL HEALTH,ADC5022,ADVANCED DIGITAL LITERACY,1,"5,080","7,610"
,,ANA00FP,ANATOMY,1,"4,210","6,320"
,,CHM00FP,CHEMISTRY,1,"3,420","5,120"
,,DLC5011,BASIC DIGITAL LITERACY,1,"3,290","4,940"
,,FIS00FP,PHYSICS,1,"3,900","5,850"
,,LCS5001,"ACADEMIC LITERACY AND
COMMUNICATION STUDIES",1,"2,950","4,420"
,,NMC00FP,NUMERACY,1,"5,820","8,720"
,,PHY00FP,PHYSIOLOGY,1,"4,530","6,780"
,,PIM5011,"PERSONAL INFORMATION
MANAGEMENT",1,-,-
,,PIM5012,"PERSONAL INFORMATION
MANAGEMENT",1,-,-
,,PRE1A,ENGLISH PROFICIENCY,1,"2,850","4,270"
,,PRE2B,ENGLISH PROFICIENCY,1,"2,980","4,470"
,,WIS00FP,MATHEMATICS,1,"3,900","5,850"
TLADAE,ADVANCED DIPLOMA IN AGRICULTURAL EXTENSI,APR7000,ANIMAL PRODUCTION,1,"6,670","10,000"
,,AEE7000,"AGRICULTURAL ECONOMICS FOR
EXTENSION",1,"5,720","8,580"
,,APA7000,"EXTENTION & ADVISORY
PRINCIPLES & APPROACHES",1,"6,670","10,000"
,,BCI7000,"BEHAVIOUR CHANGE &
INTERVENTION IN EXTENTION",1,"5,720","8,580"
,,LGN7000,"LEADERSHIP GROUP DYNAMICS &
NETWORKING IN EXT",1,"5,720","8,580"
,,PPI7000,"PROJECT PLANNING
IMPLEMENTATION & EVALUATION",1,"5,720","8,580"
,,PPR7000,PLANT PRODUCTION,1,"6,670","10,000"
AD_AGM,"ADVANCED DIPLOMA IN AGRICULTURAL
MANAGEM",ANI407E,ANIMAL PRODUCTION 4,1,"6,810","10,210"
,,FIN407C,FINANCIAL MANAGEMENT 4,1,"6,810","10,210"
,,PLT407E,PLANT PRODUCTION 4,1,"6,810","10,210"
,,RES407C,RESEARCH METHODOLOGY 1,1,"6,810","10,210"
,,STG407C,STRATEGIC MANAGEMENT 4,1,"6,810","10,210"
AD_HMN,ADVANCED DIPLOMA IN HEALTH MANAGEMENT,HSA407,"HEALTH SERVICES ADMINISTRATION
AND DELIVERY",1,"8,700","13,050"
,,LPE407,"LEGISLATION, POLICY AND ETHICS",1,"8,700","13,050"
,,MSC407,MANAGEMENT SCIENCES,1,"8,700","13,050"
,,RMT407,RESEARCH METHODOLOGY,1,"4,290","6,430"
,,SHC407,SOCIAL HEALTH CONTEXT,1,"4,290","6,430"
AD_TPS,ADVANCED DIPLOMA IN THERAPEUTIC SERVICES,BUS417C,BUSINESS PRACTICE IV,1,"3,480","5,230"
,,BUS427C,BUSINESS PRACTICE IV,1,"3,480","5,230"
,,DER417E,DERMAL THERAPIES I,1,"6,100",920
,,DER427E,DERMAL THERAPIES I,1,"6,100","9,150"
,,PER417C,"PERMANENT COSMETIC
PROCEDURES I",1,"4,360","6,850"
,,PER427C,"PERMANENT COSMETIC
PROCEDURES I",1,"4,360","6,850"
,,REC427E,RECUPERATIVE THERAPIES I,1,"6,100","9,150"
,,RES417C,RESEARCH METHODOLOGY I,1,"3,480","5,230"
,,RES427C,RESEARCH METHODOLOGY I,1,"3,480","5,230"
PD_AGM,"POSTGRADUATE DIPLOMA IN AGRICULTURAL
MAN",AAR508C,APPLIED AGRICULTURAL RESEARCH,1,"15,970","23,950"
,,APS508E,"SUSTAINABLE ANIMAL PRODUCTION
SYSTEMS",1,"5,340","8,010"
,,BPA508C,"BUSINESS PLANNING IN
AGRICULTURE",1,"5,340","8,010"
,,PPS508E,"SUSTAINABLE PLANT PRODUCTION
SYSTEMS",1,"5,340","8,010"
,,VAP508C,"VALUE ADDING IN AGRO-
PROCESSING",1,"5,340","8,010"
TABTBH,B TECH: BIOMEDICAL TECHNOLOGY,BCH40AT,BIOCHEMISTRY IV,1,"6,880","10,310"
,,IPT40AT,INTEGRATED PATHOPHYSIOLOGY IV,1,"6,880","10,310"
,,LMN21AT,LABORATORY MANAGEMENT,1,"3,420","5,130"
,,LMN22AT,LABORATORY MANAGEMENT,1,"3,420","5,130"
,,NMT21BT,"RESEARCH METHODS AND
TECHNIQUES",1,"3,030","4,550"
,,NMT22BT,"RESEARCH METHODS AND
TECHNIQUES",1,"3,030","4,550"
,,PJT40AT,PROJECT,1,"2,330","3,490"
TABTDC,B TECH: RADIOGRAPHY: DIAGNOSTIC,BSB10BT,"MANAGEMENT PRINCIPLES AND
PRACTICE I",1,"5,500","8,250"
,,NMT20BT,"RESEARCH METHODS AND
TECHNIQUES",1,"6,060","9,090"
,,RAD40AT,RADIOGRAPHIC PRACTICE IV (D),1,"7,290","10,940"
TABTNI,B TECH: CLINICAL TECHNOLOGY,BGS11AT,PRINCIPLES OF MANAGEMENT I,1,"2,900","4,350"
,,KAR40AT,"WORK-INTEGRATED LEARNING:
CARDIOLOGY IV",1,"5,830","8,750"
,,KDP40AT,CARDIOLOGY IV PROJECT,1,"5,840","8,760"
,,KDT40AT,CARDIOLOGY IV THEORY/PRACTICAL,1,"5,840","8,760"
,,KIP40AT,"CRITICAL CARE IV
THEORY/PRACTICAL",1,"5,840","8,760"
,,KIT40AT,CRITICAL CARE IV PROJECT,1,"8,170","12,250"
,,KRI40AT,"WORK-INTEGRATED LEARNING:
CRITICAL CARE IV",1,"5,830","8,750"
,,NEF40AT,"WORK-INTEGRATED LEARNING:
NEPHROLOGY IV",1,"5,830","8,750"
,,NEU40AT,"WORK-INTEGRATED LEARNING:
NEUROPHYSIOLOGY IV",1,"5,830","8,750"
,,NFP40AT,NEPHROLOGY IV PROJECT,1,"8,170","12,260"
,,NFT40AT,"NEPHROLOGY IV
THEORY/PRACTICAL",1,"5,840","8,760"
,,NGP40AT,NEUROPHYSIOLOGY IV PROJECT,1,"8,170","12,260"
,,NGT40AT,"NEUROPHYSIOLOGY IV
THEORY/PRACTICAL",1,"5,840","8,760"
,,NMT21CT,"RESEARCH METHODOLOGY:
NATURAL SCIENCES",1,"3,030","4,550"
,,NMT22CT,"RESEARCH METHODOLOGY:
NATURAL SCIENCES",1,"3,030","4,550"
,,PER40AT,"WORK-INTEGRATED LEARNING:
PERFUSION IV",1,"5,830","8,750"
,,PUL40AT,"WORK-INTEGRATED LEARNING:
PULMONOLOGY IV",1,"5,830","8,750"
,,PYP40AT,PULMONOLOGY IV PROJECT,1,"8,160","12,380"
,,PYT40AT,"PULMONOLOGY IV
THEORY/PRACTICAL",1,"5,840","8,760"
,,RBP40AT,"REPRODUCTIVE BIOLOGY IV
PROJECT",1,"8,170","12,260"
,,RBT40AT,"REPRODUCTIVE BIOLOGY IV
THEORY/PRACTICAL",1,"5,840","8,760"
,,REP40AT,"WORK INTERGRATED LEARNING
REPRODUCTIVE BIO IV",1,"5,830","8,750"
,,RFP40AT,PERFUSION IV PROJECT,1,"8,170","12,260"
,,RFT40AT,PERFUSION IV THEORY/PRACTICAL,1,"5,840","8,760"
THBTLO,B TECH: SOMATOLOGY,BTK40AT,BIOTICS IV,1,"5,780","8,660"
,,NMT20CT,"RESEARCH METHODOLOGY:
NATURAL SCIENCES",1,"6,060","9,090"
,,SMP40AT,SOMA TECHNIQUES IV (PRACTICAL),1,"7,020","10,530"
,,SMT40AT,SOMA TECHNIQUES IV (THEORY),1,"2,740","4,110"
,,SPJ40AT,SOMATOLOGY PROJECT IV,1,"6,620","9,940"
,,VDG40AT,NUTRITION IV,1,"5,780","8,660"
B_CLNT,BACHELOR OF HEALTH SCIE IN CLINICAL TECH,ANA105,ANATOMY I,1,"6,440","9,640"
,,CHE115,CHEMISTRY I,1,"4,920","7,380"
,,CTI125,"CLINICAL TECHNOLOGY
INSTRUMENTATION I",1,"4,290","6,430"
,,CTP115,CLINICAL TECHNOLOGY PRACTICE I,1,"6,080","9,120"
,,ENT125,ENTREPRENEURSHIP,1,"3,790","5,680"
,,FSL105,PHYSIOLOGY I,1,"11,440","17,170"
,,HCE125,HEALTH CARE & ETHICS,1,"3,790","5,680"
,,LCS5011,"ACADEMIC LITERACY AND
COMMUNICATION STUDIES",1,"1,480","2,210"
,,PHY115,PHYSICS I,1,"4,400","6,600"
,,PIM5011,"PERSONAL INFORMATION
MANAGEMENT",1,-,-
,,PIM5012,"PERSONAL INFORMATION
MANAGEMENT",1,-,-
,,AFI206,ANATOMY & PHYSIOLOGY II,2,"5,360","8,040"
,,COM206,"COMMUNITY HEALTH AND SERVICE
LEARNING",2,"3,790","5,680"
,,CTI206,"CLINICAL TECHNOLOGY
INSTRUMENTATION II",2,"5,360","8,040"
,,CTP206,CLINICAL TECHNOLOGY PRACTICE II,2,"5,360","8,040"
,,FAR206,PHARMACOLOGY I,2,"5,360","8,040"
,,OSP206,PATHOPHYSIOLOGY II,2,"5,360","8,040"
,,RES206,RESEARCH METHODOLOGY I,2,"5,360","8,040"
,,CTI30CA,"CLINICAL TECH INSTRUMENTATION
III -CARDIOLOGY",3,"5,090","7,630"
,,CTI30CC,"CLINICAL TECH INSTRUMENTATION
III -CRIT CARE",3,"5,360","8,040"
,,CTI30NE,"CLINICAL TECH INSTRUMENTATION
III -NEUROPHY",3,"5,090","7,630"
,,CTI30NP,"CLINICAL TECH INSTRUMENTATION
III -NEPHROLOGY",3,"5,360","8,040"
,,CTI30PF,"CLINICAL TECH INSTRUMENTATION
III -PERFUSION",3,"5,360","8,040"
,,CTI30PU,"CLINICAL TECH INSTRUMENTATION
III -PULMONOLOG",3,"5,360","8,040"
,,CTI30RB,"CLINICAL TECH INSTRUMENTATION
III -REPRO BIO",3,"5,360","8,040"
,,CTP30CA,"CLINICAL TECHNOLOGY PRACTICE III
- CARDIOLOGY",3,"5,360","8,040"
,,CTP30CC,"CLINICAL TECH PRACTICE III -
CRITICAL CARE",3,"5,360","8,040"
,,CTP30NE,"CLINICAL TECHNOLOGY PRACTICE III
-NEUROPHY",3,"5,360","8,040"
,,CTP30NP,"CLINICAL TECHNOLOGY PRACTICE III
- NEPHROLOGY",3,"5,360","8,040"
,,CTP30PF,"CLINICAL TECHNOLOGY PRACTICE III
- PERFUSION",3,"5,360","8,040"
,,CTP30PU,"CLINICAL TECHNOLOGY PRACTICE III
-PULMONOLOGY",3,"5,360","8,040"
,,CTP30RB,"CLINICAL TECHNOLOGY PRACTICE III
- REPRO BIO",3,"5,360","8,040"
,,FAR31CA,PHARMACOLOGY II,3,"3,790","5,680"
,,FAR31CC,PHARMACOLOGY II,3,"3,790","5,680"
,,FAR31NE,PHARMACOLOGY II,3,"3,790","5,680"
,,FAR31NP,PHARMACOLOGY II,3,"3,790","5,680"
,,FAR31PF,PHARMACOLOGY II,3,"3,790","5,680"
,,FAR31PU,PHARMACOLOGY II,3,"3,790","5,680"
,,FAR31RB,PHARMACOLOGY II,3,"3,790","5,680"
,,OSP30CA,"PATHOPHYSIOLOGY III -
CARDIOLOGY",3,"5,360","8,040"
,,OSP30CC,"PATHOPHYSIOLOGY III - CRITICAL
CARE",3,"5,360","8,040"
,,OSP30NE,"PATHOPHYSIOLOGY III -
NEUROPHYSIOLOGY",3,"5,360","8,040"
,,OSP30NP,"PATHOPHYSIOLOGY III -
NEPHROLOGY",3,"5,360","8,040"
,,OSP30PF,PATHOPHYSIOLOGY III - PERFUSION,3,"5,360","8,040"
,,OSP30PU,"PATHOPHYSIOLOGY III -
PULMONOLOGY",3,"5,360","8,040"
,,OSP30RB,"PATHOPHYSIOLOGY III -
REPRODUCTIVE BIOLOGY",3,"5,360","8,040"
,,RES307,RESEARCH METHODOLOGY II,3,"5,360","8,040"
,,CTI40CA,"CLINICAL TECH INSTRUMENTATION
IV -CARDIOLOGY",4,"6,450","9,670"
,,CTI40CC,"CLINICAL TECH INSTRUMENTATION
IV -CRIT CARE",4,"6,450","9,670"
,,CTI40NE,"CLINICAL TECH INSTRUMENTATION
IV -NEUROPHY",4,"6,450","9,670"
,,CTI40NP,"CLINICAL TECH INSTRUMENTATION
IV - NEPHROLOGY",4,"6,450","9,670"
,,CTI40PF,"CLINICAL TECH INSTRUMENTATION
IV -PERFUSION",4,"6,450","9,670"
,,CTI40PU,"CLINICAL TECH INSTRUMENTATION
IV -PULMONOLOGY",4,"6,110","9,200"
,,CTI40RB,"CLINICAL TECH INSTRUMENTATION
IV -REPRO BIO",4,"6,110","9,200"
,,CTP40CA,"CLINICAL TECHNOLOGY PRACTICE
IV - CARDIOLOGY",4,"6,450","9,670"
,,CTP40CC,"CLINICAL TECHNOLOGY PRACTICE
IV - CRIT CARE",4,"6,450","9,670"
,,CTP40NE,"CLINICAL TECHNOLOGY PRACTICE
IV - NEUROPHY",4,"6,450","9,670"
,,CTP40PF,"CLINICAL TECHNOLOGY PRACTICE
IV - PERFUSION",4,"6,450","9,670"
,,CTP40PU,"CLINICAL TECHNOLOGY PRACTICE
IV - PULMONOLOGY",4,"6,110","9,200"
,,CTP40RB,"CLINICAL TECHNOLOGY PRACTICE
IV - REPRO BIO",4,"6,450","9,670"
,,HCM418,HEALTH MANAGEMENT I,4,"3,790","5,680"
,,HCM428,HEALTH MANAGEMENT II,4,"3,790","5,680"
,,RES408,RESEARCH METHODOLOGY III,4,"5,360","8,040"
EX_CLT,BACHELOR OF HEALTH SC IN CLINICAL TECH,ADC5022,ADVANCED DIGITAL LITERACY,1,"5,080","7,610"
,,ANA00FP,ANATOMY,1,"4,210","6,320"
,,CHM00FP,CHEMISTRY,1,"3,420","5,120"
,,DLC5011,BASIC DIGITAL LITERACY,1,"3,290","4,940"
,,FIS00FP,PHYSICS,1,"3,900","5,850"
,,LCS5001,"ACADEMIC LITERACY AND
COMMUNICATION STUDIES",1,"2,950","4,420"
,,NMC00FP,NUMERACY,1,"5,820","8,720"
,,PHY00FP,PHYSIOLOGY,1,"4,530","6,780"
,,PIM5011,"PERSONAL INFORMATION
MANAGEMENT",1,-,-
,,WIS00FP,MATHEMATICS,1,"3,900","5,850"
,,ANA105F,ANATOMY I,2,"6,120","9,170"
,,CHE115F,CHEMISTRY I,2,"4,670","7,000"
,,CTI125F,"CLINICAL TECHNOLOGY
INSTRUMENTATION I",2,"4,070","6,100"
,,CTP115F,CLINICAL TECHNOLOGY PRACTICE I,2,"4,070","6,100"
,,ENT125F,ENTREPRENEURSHIP,2,"3,590","5,390"
,,FSL105F,PHYSIOLOGY I,2,"10,860","16,290"
,,HCE125F,HEALTH CARE & ETHICS,2,"3,790","5,680"
,,PHY115F,PHYSICS I,2,"4,210","6,320"
,,AFI206F,ANATOMY & PHYSIOLOGY II,3,"5,930","8,900"
,,COM206F,"COMMUNITY HEALTH AND SERVICE
LEARNING",3,"3,590","5,390"
,,CTI206F,"CLINICAL TECHNOLOGY
INSTRUMENTATION II",3,"5,090","7,630"
,,CTP206F,CLINICAL TECHNOLOGY PRACTICE II,3,"5,090","7,630"
,,FAR206F,PHARMACOLOGY I,3,"5,090","7,630"
,,OSP206F,PATHOPHYSIOLOGY II,3,"5,090","7,630"
,,RES206F,RESEARCH METHODOLOGY I,3,"5,090","7,630"
,,CTI30CA,"CLINICAL TECH INSTRUMENTATION
III -CARDIOLOGY",4,"5,090","7,630"
,,CTI30CC,"CLINICAL TECH INSTRUMENTATION
III -CRIT CARE",4,"5,360","8,040"
,,CTI30NE,"CLINICAL TECH INSTRUMENTATION
III -NEUROPHY",4,"5,090","7,630"
,,CTI30NP,"CLINICAL TECH INSTRUMENTATION
III -NEPHROLOGY",4,"5,360","8,040"
,,CTI30PF,"CLINICAL TECH INSTRUMENTATION
III -PERFUSION",4,"5,360","8,040"
,,CTI30PU,"CLINICAL TECH INSTRUMENTATION
III -PULMONOLOG",4,"5,360","8,040"
,,CTI30RB,"CLINICAL TECH INSTRUMENTATION
III -REPRO BIO",4,"5,360","8,040"
,,CTP30CA,"CLINICAL TECHNOLOGY PRACTICE III
- CARDIOLOGY",4,"5,360","8,040"
,,CTP30CC,"CLINICAL TECH PRACTICE III -
CRITICAL CARE",4,"5,360","8,040"
,,CTP30NE,"CLINICAL TECHNOLOGY PRACTICE III
-NEUROPHY",4,"5,360","8,040"
,,CTP30NP,"CLINICAL TECHNOLOGY PRACTICE III
- NEPHROLOGY",4,"5,360","8,040"
,,CTP30PF,"CLINICAL TECHNOLOGY PRACTICE III
- PERFUSION",4,"5,360","8,040"
,,CTP30PU,"CLINICAL TECHNOLOGY PRACTICE III
-PULMONOLOGY",4,"5,360","8,040"
,,CTP30RB,"CLINICAL TECHNOLOGY PRACTICE III
- REPRO BIO",4,"5,360","8,040"
,,FAR31CA,PHARMACOLOGY II,4,"3,790","5,680"
,,FAR31CC,PHARMACOLOGY II,4,"3,790","5,680"
,,FAR31NE,PHARMACOLOGY II,4,"3,790","5,680"
,,FAR31NP,PHARMACOLOGY II,4,"3,790","5,680"
,,FAR31PF,PHARMACOLOGY II,4,"3,790","5,680"
,,FAR31PU,PHARMACOLOGY II,4,"3,790","5,680"
,,FAR31RB,PHARMACOLOGY II,4,"3,790","5,680"
,,OSP30CA,"PATHOPHYSIOLOGY III -
CARDIOLOGY",4,"5,360","8,040"
,,OSP30CC,"PATHOPHYSIOLOGY III - CRITICAL
CARE",4,"5,360","8,040"
,,OSP30NE,"PATHOPHYSIOLOGY III -
NEUROPHYSIOLOGY",4,"5,360","8,040"
,,OSP30NP,"PATHOPHYSIOLOGY III -
NEPHROLOGY",4,"5,360","8,040"
,,OSP30PF,PATHOPHYSIOLOGY III - PERFUSION,4,"5,360","8,040"
,,OSP30RB,"PATHOPHYSIOLOGY III -
REPRODUCTIVE BIOLOGY",4,"5,360","8,040"
,,RES307,RESEARCH METHODOLOGY II,4,"5,360","8,040"
,,CTI40CA,"CLINICAL TECH INSTRUMENTATION
IV -CARDIOLOGY",5,"6,450","9,670"
,,CTI40CC,"CLINICAL TECH INSTRUMENTATION
IV -CRIT CARE",5,"6,450","9,670"
,,CTI40NE,"CLINICAL TECH INSTRUMENTATION
IV -NEUROPHY",5,"6,450","9,670"
,,CTI40NP,"CLINICAL TECH INSTRUMENTATION
IV - NEPHROLOGY",5,"6,450","9,670"
,,CTI40PF,"CLINICAL TECH INSTRUMENTATION
IV -PERFUSION",5,"6,450","9,670"
,,CTI40PU,"CLINICAL TECH INSTRUMENTATION
IV -PULMONOLOGY",5,"6,110","9,200"
,,CTI40RB,"CLINICAL TECH INSTRUMENTATION
IV -REPRO BIO",5,"6,110","9,200"
,,CTP40CA,"CLINICAL TECHNOLOGY PRACTICE
IV - CARDIOLOGY",5,"6,450","9,670"
,,CTP40CC,"CLINICAL TECHNOLOGY PRACTICE
IV - CRIT CARE",5,"6,450","9,670"
,,CTP40NE,"CLINICAL TECHNOLOGY PRACTICE
IV - NEUROPHY",5,"6,450","9,670"
,,CTP40NP,"CLINICAL TECHNOLOGY PRACTICE
IV - NEPHROLOGY",5,"6,450","9,670"
,,CTP40PF,"CLINICAL TECHNOLOGY PRACTICE
IV - PERFUSION",5,"6,450","9,670"
,,CTP40PU,"CLINICAL TECHNOLOGY PRACTICE
IV - PULMONOLOGY",5,"6,110","9,200"
,,CTP40RB,"CLINICAL TECHNOLOGY PRACTICE
IV - REPRO BIO",5,"6,450","9,670"
,,HCM418,HEALTH MANAGEMENT I,5,"3,790","5,680"
,,HCM428,HEALTH MANAGEMENT II,5,"3,790","5,680"
,,RES408,RESEARCH METHODOLOGY III,5,"5,360","8,040"
B_ENVH,BACHELOR OF SCIENCE IN ENVIRON HEALTH,AP10EH,ANATOMY AND PHYSIOLOGY,1,"10,290","15,440"
,,CB11EH,CHEMISTRY,1,"5,150","7,720"
,,DLC5011,BASIC DIGITAL LITERACY,1,"3,290","4,940"
,,EH11EH,"INTRO TO ENVIRO HEALTH (ETHICS
& PROF PRAC)",1,"4,470","6,700"
,,ENVH10W,WORK INTERGRATED LEARNING I,1,"4,380","6,570"
,,LCS5011,"ACADEMIC LITERACY AND
COMMUNICATION STUDIES",1,"1,480","2,210"
,,MA10EH,MATHEMATICS,1,"8,030","12,050"
,,MI10EH,MICROBIOLOGY,1,"10,290","15,440"
,,PH12EH,PHYSICS,1,"7,360","11,030"
,,PIM5011,"PERSONAL INFORMATION
MANAGEMENT",1,-,-
,,SA12EH,SOCIOLOGY AND ANTHROPOLOGY,1,"4,470","6,700"
,,SD11EH,SUSTAINABLE DEVELOPMENT,1,"4,470","6,700"
,,BR21EH,"BIOSTATISTICS AND INTRODUCTION
TO RESEARCH",2,"4,010","6,020"
,,CD20EH,COMMUNITY DEVELOPMENT,2,"8,030","12,050"
,,EM21EH,"ENVIRONMENTAL HEALTH
MANAGEMENT AND ADMINISTR",2,"4,040","6,050"
,,ENVH20W,WORK INTERGRATED LEARNING II,2,"4,380","6,560"
,,EP21EH,EPIDEMIOLOGY II,2,"5,240","7,860"
,,FH20EH,FOOD AND MEAT HYGIENE,2,"11,050","16,570"
,,HP22EH,"ENVIRONMENTAL HEALTH
EDUCATION AND PROMOTION",2,"4,040","6,050"
,,OH20EH,"OCCUPATIONAL HEALTH & SAFETY
(PHY STRESSORS)",2,"9,550","14,320"
,,PB21EH,"PLANNING FOR THE BUILT
ENVIRONMENT",2,"6,000","9,000"
,,VC22EH,VECTOR CONTROL,2,"6,000","9,000"
,,WQ20EH,WATER QUALITY MANAGEMENT,2,"10,290","15,440"
,,AQ31EH,AIR QUALITY MANAGEMENT,3,"6,000","9,000"
,,EL30EH,"ENVIRONMENTAL AND LEGAL
PROCESSES III",3,"8,790","13,180"
,,EM30EH,"ENVIRO HEALTH MANAGEMENT &
ADMINISTRATION III",3,"8,030","12,050"
,,EN32EH,ENVIRONMENTAL NOISE POLLUTION,3,"6,000","9,000"
,,ENVH30W,WORK INTERGRATED LEARNING III,3,"4,380","6,560"
,,EP31EH,"EPIDEMIOLOGY III (DISPOSAL OF
THE DEAD)",3,"4,040","6,050"
,,FP30EH,FOOD AND MEAT PROCESSING,3,"10,290","15,440"
,,OH30EH,"OCCUPATIONAL HEALTH & SAFETY
(CHEM & BIO STR)",3,"9,550","14,320"
,,PM32AT,PROJECT MANAGEMENT,3,"5,240","7,860"
,,RM31AT,RESEARCH METHODOLOGY,3,"4,470","6,700"
,,WM32EH,WASTE MANAGEMENT,3,"4,040","6,050"
,,DM41EH,DISASTER MANAGEMENT,4,"5,240","7,860"
,,EI41EH,"ENVIRONMENTAL HEALTH INFO
MANAGEMENT SYSTEM",4,"4,470","6,700"
,,EL42EH,"ENVIRONMENTAL LAW AND LEGAL
PROCESS IV",4,"5,240","7,860"
,,EN42EH,ENVIRONMENTAL MANAGEMENT,4,"5,240","7,860"
,,ENVH40W,WORK INTERGRATED LEARNING IV,4,"4,380","6,560"
,,EP42EH,"ETHICS AND PROFESSIONAL
PRACTICE",4,"4,470","6,700"
,,ET41EH,ENVIRONMENTAL TOXICOLOGY,4,"6,000","9,000"
,,FM10EH,"FOOD HYGIENE MANAGEMENT
SYSTEM",4,"8,950","13,420"
,,OH40EH,"OCCUPATIONAL HEALTH AND
SAFETY (MAN SYSTEMS)",4,"8,790","13,180"
,,RP40EH,RESEARCH PROJECT,4,"10,290","15,440"
B_MLS,BHSc IN MEDICAL LABORATORY SCIENCES,BTC12AT,COMPUTER SKILLS I,1,"3,650","5,480"
,,CBIO126,CELLULAR BIOLOGY,1,"3,600","5,390"
,,CHEM115,HEALTH CHEMISTRY,1,"4,920","7,380"
,,HAPD116,"HUMAN ANATOMY, PHYSIOLOGY
AND DISEASE",1,"6,910","10,570"
,,HAPD126,"HUMAN ANATOMY, PHYSIOLOGY
AND DISEASE I",1,"6,530","9,790"
,,IMLS115,"INTRODUCTION TO MEDICAL
LABORATORY SCIENCES",1,"5,550","8,330"
,,IMLS125,"INTRODUCTION TO MEDICAL
LABORATORY SCIENCES",1,"4,290","6,430"
,,IMMU126,IMUNOLOGY I,1,"3,790","5,680"
,,PHYS115,HEALTH PHYSICS,1,"4,400","6,600"
,,PIM5011,"PERSONAL INFORMATION
MANAGEMENT",1,-,-
,,PRE1A,ENGLISH PROFICIENCY,1,"2,850","4,270"
